rental_id,top_distances,top_bus_ids
17747623,"[46409.71, 46724.9, 47938.43, 52582.39, 53375.82]","['47151', '6897', '50145', '20237', '50144']"
17748210,"[46236.05, 46551.24, 47764.77, 52408.73, 53202.16]","['47151', '6897', '50145', '20237', '50144']"
17748835,"[46236.05, 46551.24, 47764.77, 52408.73, 53202.16]","['47151', '6897', '50145', '20237', '50144']"
17751609,"[46367.59, 46682.77, 47896.3, 52540.26, 53333.69]","['47151', '6897', '50145', '20237', '50144']"
17226617,"[51205.77, 51520.96, 52734.48, 57378.45, 58171.87]","['47151', '6897', '50145', '20237', '50144']"
17692117,"[50835.27, 51150.45, 52363.98, 57007.94, 57801.37]","['47151', '6897', '50145', '20237', '50144']"
17728404,"[50570.57, 50885.75, 52099.28, 56743.25, 57536.67]","['47151', '6897', '50145', '20237', '50144']"
17741391,"[50774.21, 51089.4, 52302.92, 56946.89, 57740.31]","['47151', '6897', '50145', '20237', '50144']"
17742929,"[46746.06, 47061.25, 48274.77, 52918.74, 53712.16]","['47151', '6897', '50145', '20237', '50144']"
17753508,"[47014.96, 47330.14, 48543.67, 53187.64, 53981.06]","['47151', '6897', '50145', '20237', '50144']"
17622871,"[50818.59, 51133.77, 52347.3, 56991.27, 57784.69]","['47151', '6897', '50145', '20237', '50144']"
17686564,"[50232.75, 50547.93, 51761.46, 56405.42, 57198.85]","['47151', '6897', '50145', '20237', '50144']"
16916036,"[47049.83, 47365.02, 48578.54, 53222.51, 54015.93]","['47151', '6897', '50145', '20237', '50144']"
17725133,"[51168.61, 51483.8, 52697.32, 57341.29, 58134.71]","['47151', '6897', '50145', '20237', '50144']"
17736769,"[50975.2, 51290.38, 52503.91, 57147.88, 57941.3]","['47151', '6897', '50145', '20237', '50144']"
17744854,"[50617.27, 50932.46, 52145.98, 56789.95, 57583.37]","['47151', '6897', '50145', '20237', '50144']"
17704626,"[51795.17, 91806.92, 92475.14, 92793.8, 96180.52]","['50142', '50143', '50145', '50144', '20237']"
17749087,"[51619.25, 91631.0, 92299.23, 92617.88, 96004.6]","['50142', '50143', '50145', '50144', '20237']"
17703475,"[51812.5, 91824.25, 92492.48, 92811.13, 96197.84]","['50142', '50143', '50145', '50144', '20237']"
17741065,"[52078.32, 92090.08, 92758.3, 93076.96, 96463.67]","['50142', '50143', '50145', '50144', '20237']"
17741587,"[51793.84, 91805.59, 92473.81, 92792.48, 96179.19]","['50142', '50143', '50145', '50144', '20237']"
17470778,"[52698.58, 92710.33, 93378.55, 93697.21, 97083.93]","['50142', '50143', '50145', '50144', '20237']"
17708775,"[53604.63, 93616.38, 94284.6, 94603.26, 97989.98]","['50142', '50143', '50145', '50144', '20237']"
17740057,"[53241.64, 93253.39, 93921.62, 94240.27, 97626.98]","['50142', '50143', '50145', '50144', '20237']"
17741550,"[51033.75, 91045.5, 91713.73, 92032.38, 95419.09]","['50142', '50143', '50145', '50144', '20237']"
17685722,"[48743.64, 88754.19, 89423.62, 89742.27, 93128.99]","['50142', '6897', '50145', '50144', '20237']"
15750813,"[55811.67, 95822.21, 96491.64, 96810.3, 100197.02]","['50142', '6897', '50145', '50144', '20237']"
17719713,"[52106.84, 92117.39, 92786.82, 93105.48, 96492.2]","['50142', '6897', '50145', '50144', '20237']"
17720278,"[52590.15, 92600.7, 93270.13, 93588.79, 96975.5]","['50142', '6897', '50145', '50144', '20237']"
17721385,"[52145.34, 92155.88, 92825.31, 93143.97, 96530.69]","['50142', '6897', '50145', '50144', '20237']"
17729618,"[52581.51, 92592.05, 93261.48, 93580.14, 96966.85]","['50142', '6897', '50145', '50144', '20237']"
17734349,"[53651.68, 93662.22, 94331.65, 94650.31, 98037.02]","['50142', '6897', '50145', '50144', '20237']"
17736480,"[52718.44, 92728.99, 93398.42, 93717.08, 97103.79]","['50142', '6897', '50145', '50144', '20237']"
17740795,"[52376.36, 92386.91, 93056.34, 93375.0, 96761.71]","['50142', '6897', '50145', '50144', '20237']"
17742477,"[52906.3, 92916.85, 93586.28, 93904.94, 97291.65]","['50142', '6897', '50145', '50144', '20237']"
17748188,"[52437.9, 92448.45, 93117.88, 93436.53, 96823.25]","['50142', '6897', '50145', '50144', '20237']"
17748444,"[52306.87, 92317.41, 92986.85, 93305.51, 96692.22]","['50142', '6897', '50145', '50144', '20237']"
17748761,"[52797.15, 92807.7, 93477.13, 93795.78, 97182.5]","['50142', '6897', '50145', '50144', '20237']"
17752078,"[51827.84, 91838.39, 92507.82, 92826.48, 96213.19]","['50142', '6897', '50145', '50144', '20237']"
17664800,"[53412.59, 93423.13, 94092.56, 94411.22, 97797.94]","['50142', '6897', '50145', '50144', '20237']"
17727322,"[53320.8, 93331.34, 94000.77, 94319.43, 97706.14]","['50142', '6897', '50145', '50144', '20237']"
17525696,"[52699.17, 92709.71, 93379.15, 93697.8, 97084.52]","['50142', '6897', '50145', '50144', '20237']"
17724137,"[52375.26, 92385.8, 93055.23, 93373.89, 96760.61]","['50142', '6897', '50145', '50144', '20237']"
17741178,"[52888.3, 92898.85, 93568.28, 93886.94, 97273.65]","['50142', '6897', '50145', '50144', '20237']"
17744894,"[52449.39, 92459.94, 93129.37, 93448.02, 96834.74]","['50142', '6897', '50145', '50144', '20237']"
17720116,"[12933.86, 13666.86, 44663.07, 61541.95, 71135.24]","['2914', '435', '48543', '2024', '434']"
16403833,"[512.61, 12344.63, 20824.31, 37430.0, 51474.14]","['3047', '22326', '3048', '20254', '22327']"
16951989,"[500.07, 9532.83, 37417.46, 51017.34, 51301.58]","['3047', '3046', '20254', '22327', '22328']"
15518122,"[899.14, 9931.89, 20766.58, 30196.52, 50526.4]","['3047', '3046', '3048', '20254', '22327']"
17719749,"[20365.81, 20642.8, 52155.78, 69116.03, 82265.28]","['3105', '3106', '20259', '3846', '3845']"
14926060,"[11031.43, 11387.3, 29094.49, 29462.0, 45833.79]","['9374', '20264', '7106', '9373', '6228']"
17753929,"[11350.62, 11752.1, 11979.29, 26692.69, 47298.01]","['9371', '9372', '9652', '9651', '20265']"
17717663,"[11424.68, 11606.22, 11833.41, 26546.81, 47152.14]","['9371', '9372', '9652', '9651', '20265']"
17720084,"[11424.68, 11606.22, 11833.41, 26546.81, 47152.14]","['9371', '9372', '9652', '9651', '20265']"
17737298,"[11424.68, 11606.22, 11833.41, 26546.81, 47152.14]","['9371', '9372', '9652', '9651', '20265']"
17677473,"[11055.14, 11385.98, 11428.4, 29816.55, 46601.05]","['9372', '9374', '9654', '9373', '20265']"
17594067,"[511.51, 61031.5, 61082.13, 68622.0, 68984.02]","['3247', '20280', '20282', '3248', '20278']"
17744658,"[41965.46, 42451.23, 50175.41, 60716.32, 61059.08]","['2538', '51876', '6754', '20282', '51865']"
15419532,"[25901.89, 26105.22, 26677.64, 26910.34, 68844.45]","['2724', '204', '2726', '2725', '203']"
17454899,"[11101.43, 11526.05, 39065.04, 51092.7, 51315.6]","['20376', '2204', '3056', '3055', '20375']"
17576468,"[10880.5, 11305.13, 38844.12, 50871.77, 51094.68]","['20376', '2204', '3056', '3055', '20375']"
17743207,"[28049.84, 28289.75, 28294.16, 28668.43, 29156.76]","['20384', '3074', '20383', '20382', '3073']"
14447944,"[27753.18, 27757.59, 28131.86, 28620.18, 28671.14]","['3074', '20383', '20382', '3073', '2927']"
17739387,"[2532.94, 28161.64, 28387.26, 28649.97, 28700.92]","['448', '20382', '2928', '3073', '2927']"
17745152,"[3237.59, 14923.66, 15374.83, 40990.74, 41562.39]","['4529', '7962', '20390', '7963', '7964']"
17733344,"[3074.78, 13359.85, 15522.43, 41138.34, 41709.98]","['4529', '7962', '20390', '7963', '7964']"
17727503,"[534.94, 1876.45, 3720.35, 10242.75, 16310.27]","['4539', '20392', '20410', '7974', '46755']"
17741549,"[598.37, 1939.88, 3783.78, 10306.18, 16373.7]","['4539', '20392', '20410', '7974', '46755']"
17750726,"[207.68, 1815.52, 3649.14, 9911.33, 10171.54]","['4539', '20392', '20410', '7973', '7974']"
17715269,"[207.68, 1815.52, 3649.14, 9911.33, 10171.54]","['4539', '20392', '20410', '7973', '7974']"
17677985,"[6184.71, 16546.8, 22774.81, 28341.08, 28549.77]","['20394', '2114', '4800', '3748', '3749']"
17748723,"[466.25, 4924.58, 5024.05, 43918.56, 43954.32]","['4542', '7977', '20411', '7978', '4543']"
15660860,"[567.15, 1921.07, 5206.87, 12481.92, 43614.45]","['7980', '7979', '20411', '4544', '4543']"
17114099,"[1546.25, 2900.18, 6185.98, 13461.03, 43318.56]","['7980', '7979', '20411', '4544', '4543']"
17702236,"[668.17, 1796.16, 5081.96, 12357.02, 43715.47]","['7980', '7979', '20411', '4544', '4543']"
17739928,"[2135.81, 5421.61, 12110.08, 43826.09, 43861.84]","['7979', '20411', '662', '7978', '4543']"
17749373,"[1480.91, 4766.71, 9586.14, 43739.2, 43774.96]","['7979', '20411', '664', '7978', '4543']"
17730744,"[1840.05, 5026.38, 5125.85, 43530.32, 43566.07]","['7979', '7977', '20411', '7978', '4543']"
17723555,"[770.79, 987.04, 1784.51, 5070.31, 12345.36]","['7981', '7980', '7979', '20411', '4544']"
17696878,"[30.15, 7205.8, 11680.5, 46751.27, 46952.3]","['5870', '20429', '20440', '3890', '3891']"
17713574,"[727.64, 7876.46, 12797.28, 19925.88, 46709.16]","['5870', '20429', '3915', '5894', '3890']"
17565558,"[592.16, 3385.17, 36169.05, 37640.15, 38058.46]","['2921', '3478', '2044', '2043', '441']"
17751055,"[539.27, 9583.16, 10122.81, 11067.86, 19989.02]","['28707', '6562', '28708', '20436', '3940']"
17647216,"[453.5, 709.03, 8801.2, 9340.86, 11049.69]","['6621', '28707', '6562', '28708', '20436']"
17738387,"[770.04, 1025.57, 8507.46, 11043.87, 28658.35]","['6621', '28707', '6561', '20436', '6620']"
17753506,"[351.61, 9328.79, 9536.52, 10828.6, 19749.76]","['6621', '6561', '6562', '20436', '3940']"
17736262,"[356.11, 9261.04, 9468.77, 10760.85, 19682.01]","['6621', '6561', '6562', '20436', '3940']"
17647691,"[351.61, 9328.79, 9536.52, 10828.6, 19749.76]","['6621', '6561', '6562', '20436', '3940']"
17738979,"[9682.2, 9839.5, 10974.28, 19747.56, 19895.45]","['6562', '6564', '20436', '6623', '3940']"
17750947,"[306.26, 9618.39, 10910.47, 19683.75, 19831.63]","['6621', '6562', '20436', '6623', '3940']"
17711838,"[1391.99, 6059.59, 9554.95, 10588.27, 28889.53]","['6621', '6560', '6561', '20436', '6620']"
17754229,"[1243.68, 6277.43, 6333.48, 8565.69, 19190.42]","['6561', '6620', '6621', '20436', '6560']"
17745636,"[950.05, 5572.01, 5628.07, 9460.33, 18790.76]","['6561', '6620', '6621', '20436', '6560']"
17678035,"[950.05, 5572.01, 5628.07, 9460.33, 18790.76]","['6561', '6620', '6621', '20436', '6560']"
17751447,"[854.92, 1099.2, 6444.37, 6500.42, 8687.53]","['6561', '6562', '6620', '6621', '20436']"
17751456,"[854.92, 1099.2, 6444.37, 6500.42, 8687.53]","['6561', '6562', '6620', '6621', '20436']"
17728445,"[417.29, 506.38, 6560.29, 7565.83, 8499.28]","['6561', '6562', '6621', '6624', '20436']"
17729535,"[1045.33, 6466.94, 7382.7, 7472.48, 8314.08]","['6565', '6621', '6625', '6624', '20436']"
17743603,"[11642.74, 12352.2, 23296.0, 23479.0, 29403.3]","['21671', '20649', '20438', '5720', '3579']"
17733839,"[10556.04, 10709.41, 19318.78, 31984.29, 32014.96]","['3891', '3892', '20440', '43873', '5871']"
16110079,"[600.51, 22399.37, 22583.29, 22587.69, 23086.1]","['44915', '44914', '44913', '20448', '20450']"
17746042,"[669.0, 22467.87, 22651.79, 22656.18, 23154.6]","['44915', '44914', '44913', '20448', '20450']"
17705778,"[600.51, 22399.37, 22583.29, 22587.69, 23086.1]","['44915', '44914', '44913', '20448', '20450']"
17469642,"[610.69, 946.12, 22933.3, 23002.12, 29961.65]","['44916', '44915', '20448', '5575', '5574']"
17744933,"[6745.89, 7111.24, 7373.04, 14977.62, 15164.93]","['20459', '20460', '20461', '40799', '20458']"
17739998,"[688.0, 6681.84, 7047.19, 14913.57, 15100.88]","['20475', '20459', '20460', '40799', '20458']"
17268383,"[326.91, 6735.67, 7101.01, 7362.81, 15875.01]","['20475', '20459', '20460', '20461', '40799']"
17748639,"[423.28, 6832.04, 7197.39, 7459.19, 15971.39]","['20475', '20459', '20460', '20461', '40799']"
17748643,"[326.91, 6735.67, 7101.01, 7362.81, 15875.01]","['20475', '20459', '20460', '20461', '40799']"
17734737,"[423.28, 6832.04, 7197.39, 7459.19, 15971.39]","['20475', '20459', '20460', '20461', '40799']"
17745515,"[7711.3, 12378.99, 16437.75, 23085.77, 23099.08]","['20466', '20468', '51143', '47244', '20471']"
17754023,"[7896.68, 10330.24, 16721.02, 22751.31, 22764.63]","['20466', '20470', '51143', '47244', '20471']"
17751265,"[7700.21, 10286.24, 16426.66, 23039.16, 23052.48]","['20466', '20470', '51143', '47244', '20471']"
17750792,"[7561.84, 10217.0, 16607.78, 22709.06, 22722.38]","['20466', '20470', '51143', '47244', '20471']"
17659917,"[7594.14, 10184.69, 16575.47, 22741.36, 22754.68]","['20466', '20470', '51143', '47244', '20471']"
15182382,"[7700.42, 10286.45, 16426.87, 23039.37, 23052.69]","['20466', '20470', '51143', '47244', '20471']"
17748430,"[7873.21, 10306.77, 16697.55, 22727.84, 22741.16]","['20466', '20470', '51143', '47244', '20471']"
17749527,"[7628.17, 10150.66, 16541.44, 22775.39, 22788.71]","['20466', '20470', '51143', '47244', '20471']"
17746047,"[7700.42, 10286.45, 16426.87, 23039.37, 23052.69]","['20466', '20470', '51143', '47244', '20471']"
17711093,"[7628.17, 10150.66, 16541.44, 22775.39, 22788.71]","['20466', '20470', '51143', '47244', '20471']"
17711095,"[7628.17, 10150.66, 16541.44, 22775.39, 22788.71]","['20466', '20470', '51143', '47244', '20471']"
17724741,"[7873.21, 10306.77, 16697.55, 22727.84, 22741.16]","['20466', '20470', '51143', '47244', '20471']"
17742020,"[7594.14, 10184.69, 16575.47, 22741.36, 22754.68]","['20466', '20470', '51143', '47244', '20471']"
17743029,"[7594.14, 10184.69, 16575.47, 22741.36, 22754.68]","['20466', '20470', '51143', '47244', '20471']"
17685957,"[7628.17, 10150.66, 16541.44, 22775.39, 22788.71]","['20466', '20470', '51143', '47244', '20471']"
17694816,"[7594.14, 10184.69, 16575.47, 22741.36, 22754.68]","['20466', '20470', '51143', '47244', '20471']"
17740147,"[7594.14, 10184.69, 16575.47, 22741.36, 22754.68]","['20466', '20470', '51143', '47244', '20471']"
17735550,"[7628.17, 10150.66, 16541.44, 22775.39, 22788.71]","['20466', '20470', '51143', '47244', '20471']"
17736652,"[7594.14, 10184.69, 16575.47, 22741.36, 22754.68]","['20466', '20470', '51143', '47244', '20471']"
17737000,"[7594.14, 10184.69, 16575.47, 22741.36, 22754.68]","['20466', '20470', '51143', '47244', '20471']"
17751564,"[7672.09, 16398.54, 23096.37, 23109.69, 23160.17]","['20466', '51143', '47244', '20471', '20472']"
17703485,"[7527.3, 16642.04, 22674.52, 22687.84, 22738.32]","['20466', '51143', '47244', '20471', '20472']"
16827856,"[7573.31, 16596.3, 22720.53, 22733.85, 22784.33]","['20466', '51143', '47244', '20471', '20472']"
17746982,"[7672.79, 16399.24, 23011.74, 23025.06, 23075.54]","['20466', '51143', '47244', '20471', '20472']"
17747858,"[7559.49, 16285.94, 23101.01, 23114.32, 23164.8]","['20466', '51143', '47244', '20471', '20472']"
17748128,"[7619.4, 16345.85, 23160.91, 23174.23, 23224.71]","['20466', '51143', '47244', '20471', '20472']"
14835065,"[7676.08, 16402.53, 23100.35, 23113.67, 23164.15]","['20466', '51143', '47244', '20471', '20472']"
17736434,"[287.24, 516.13, 621.8, 656.9, 787.0]","['20471', '20472', '51143', '20466', '47244']"
17752334,"[337.46, 558.49, 707.12, 750.27, 2405.42]","['20471', '51143', '20466', '47244', '40798']"
17748112,"[374.25, 595.28, 743.91, 787.06, 2442.21]","['20471', '51143', '20466', '47244', '40798']"
17747023,"[374.25, 595.28, 743.91, 787.06, 2442.21]","['20471', '51143', '20466', '47244', '40798']"
17328122,"[374.25, 595.28, 743.91, 787.06, 2442.21]","['20471', '51143', '20466', '47244', '40798']"
17742996,"[374.25, 595.28, 743.91, 787.06, 2442.21]","['20471', '51143', '20466', '47244', '40798']"
17723496,"[337.46, 558.49, 707.12, 750.27, 2405.42]","['20471', '51143', '20466', '47244', '40798']"
17740705,"[374.25, 595.28, 743.91, 787.06, 2442.21]","['20471', '51143', '20466', '47244', '40798']"
17741436,"[337.46, 558.49, 707.12, 750.27, 2405.42]","['20471', '51143', '20466', '47244', '40798']"
17741566,"[337.46, 558.49, 707.12, 750.27, 2405.42]","['20471', '51143', '20466', '47244', '40798']"
15632177,"[459.13, 511.89, 558.82, 663.84, 971.63]","['43717', '51143', '20471', '20466', '47244']"
17743766,"[333.26, 411.61, 554.29, 702.91, 746.07]","['20471', '43717', '51143', '20466', '47244']"
17741290,"[328.27, 406.63, 549.3, 697.93, 741.08]","['20471', '43717', '51143', '20466', '47244']"
17570550,"[374.01, 452.36, 595.04, 743.67, 786.82]","['20471', '43717', '51143', '20466', '47244']"
17754018,"[287.32, 295.35, 430.06, 435.27, 628.08]","['20468', '20470', '20471', '20469', '47244']"
17120213,"[518.55, 539.85, 656.99, 665.02, 735.98]","['20469', '20471', '20470', '20468', '47244']"
17744178,"[33.47, 41.5, 246.84, 486.88, 679.68]","['20470', '20468', '20471', '20469', '47244']"
17750133,"[247.95, 255.98, 477.72, 607.19, 799.99]","['20468', '20470', '20471', '20469', '47244']"
17709090,"[33.47, 41.5, 246.84, 486.88, 679.68]","['20470', '20468', '20471', '20469', '47244']"
17711272,"[176.29, 293.42, 301.46, 496.52, 793.47]","['20471', '20470', '20468', '20469', '47244']"
17725025,"[33.47, 41.5, 246.84, 486.88, 679.68]","['20470', '20468', '20471', '20469', '47244']"
15471366,"[518.55, 539.85, 656.99, 665.02, 735.98]","['20469', '20471', '20470', '20468', '47244']"
16815670,"[107.15, 115.19, 254.91, 557.06, 749.86]","['20470', '20468', '20471', '20469', '47244']"
17745772,"[33.47, 41.5, 246.84, 486.88, 679.68]","['20470', '20468', '20471', '20469', '47244']"
17740476,"[247.95, 255.98, 477.72, 607.19, 799.99]","['20468', '20470', '20471', '20469', '47244']"
17742088,"[458.01, 768.43, 793.93, 902.75, 2893.23]","['47244', '20469', '20471', '47741', '47740']"
17754079,"[40.59, 50.92, 450.85, 762.13, 864.23]","['20488', '20480', '20487', '20489', '20477']"
16372793,"[532.65, 612.56, 622.89, 634.74, 1022.83]","['20489', '20488', '20480', '20477', '20487']"
17714867,"[380.66, 390.99, 673.58, 775.67, 790.92]","['20488', '20480', '20489', '20477', '20487']"
17739671,"[477.15, 487.48, 828.2, 887.42, 930.3]","['20488', '20480', '20489', '20487', '20477']"
17739701,"[477.15, 487.48, 828.2, 887.42, 930.3]","['20488', '20480', '20489', '20487', '20477']"
17687289,"[477.15, 487.48, 828.2, 887.42, 930.3]","['20488', '20480', '20489', '20487', '20477']"
17748065,"[380.66, 390.99, 673.58, 775.67, 790.92]","['20488', '20480', '20489', '20477', '20487']"
16544173,"[473.05, 483.38, 765.97, 868.06, 883.31]","['20488', '20480', '20489', '20477', '20487']"
16867940,"[380.66, 390.99, 673.58, 775.67, 790.92]","['20488', '20480', '20489', '20477', '20487']"
17734125,"[469.24, 549.15, 559.48, 571.33, 959.41]","['20489', '20488', '20480', '20477', '20487']"
17594898,"[380.66, 390.99, 673.58, 775.67, 790.92]","['20488', '20480', '20489', '20477', '20487']"
17715405,"[380.66, 390.99, 673.58, 775.67, 790.92]","['20488', '20480', '20489', '20477', '20487']"
17737520,"[383.21, 393.54, 734.26, 793.47, 836.35]","['20488', '20480', '20489', '20487', '20477']"
17734088,"[380.66, 390.99, 673.58, 775.67, 790.92]","['20488', '20480', '20489', '20477', '20487']"
17729701,"[63.93, 74.26, 474.2, 785.48, 887.57]","['20488', '20480', '20487', '20489', '20477']"
15392054,"[380.66, 390.99, 673.58, 775.67, 790.92]","['20488', '20480', '20489', '20477', '20487']"
17650323,"[63.93, 74.26, 474.2, 785.48, 887.57]","['20488', '20480', '20487', '20489', '20477']"
17718602,"[469.24, 549.15, 559.48, 571.33, 959.41]","['20489', '20488', '20480', '20477', '20487']"
17725071,"[374.24, 384.57, 667.15, 769.25, 784.5]","['20488', '20480', '20489', '20477', '20487']"
17709884,"[380.66, 390.99, 673.58, 775.67, 790.92]","['20488', '20480', '20489', '20477', '20487']"
17710468,"[380.66, 390.99, 673.58, 775.67, 790.92]","['20488', '20480', '20489', '20477', '20487']"
17711130,"[380.66, 390.99, 673.58, 775.67, 790.92]","['20488', '20480', '20489', '20477', '20487']"
16585804,"[473.05, 483.38, 765.97, 868.06, 883.31]","['20488', '20480', '20489', '20477', '20487']"
17311983,"[379.51, 389.84, 672.43, 774.52, 789.77]","['20488', '20480', '20489', '20477', '20487']"
17749675,"[424.94, 504.85, 515.18, 527.03, 2576.37]","['20489', '20488', '20480', '20477', '343']"
15326050,"[466.69, 546.6, 556.93, 568.78, 2618.12]","['20489', '20488', '20480', '20477', '343']"
17734119,"[424.94, 504.85, 515.18, 527.03, 2576.37]","['20489', '20488', '20480', '20477', '343']"
17730336,"[375.71, 386.04, 547.74, 649.83, 2699.17]","['20488', '20480', '20489', '20477', '343']"
17599913,"[424.94, 504.85, 515.18, 527.03, 2576.37]","['20489', '20488', '20480', '20477', '343']"
17690784,"[734.71, 814.63, 824.96, 836.81, 2886.14]","['20489', '20488', '20480', '20477', '343']"
17719987,"[320.4, 422.5, 749.51, 759.84, 2471.83]","['20489', '20477', '20488', '20480', '343']"
17709907,"[375.71, 386.04, 547.74, 649.83, 2699.17]","['20488', '20480', '20489', '20477', '343']"
17718014,"[320.4, 422.5, 749.51, 759.84, 2471.83]","['20489', '20477', '20488', '20480', '343']"
16048120,"[421.63, 431.96, 673.41, 1977.69, 2722.74]","['20488', '20480', '20477', '654', '343']"
17752317,"[619.32, 629.65, 871.1, 2175.39, 2920.44]","['20488', '20480', '20477', '654', '343']"
15795834,"[421.63, 431.96, 673.41, 1977.69, 2722.74]","['20488', '20480', '20477', '654', '343']"
17621360,"[660.26, 670.59, 912.04, 2216.33, 2961.38]","['20488', '20480', '20477', '654', '343']"
17670415,"[660.26, 670.59, 912.04, 2216.33, 2961.38]","['20488', '20480', '20477', '654', '343']"
17722151,"[421.63, 431.96, 673.41, 1977.69, 2722.74]","['20488', '20480', '20477', '654', '343']"
14908012,"[619.32, 629.65, 871.1, 2175.39, 2920.44]","['20488', '20480', '20477', '654', '343']"
16284412,"[619.32, 629.65, 871.1, 2175.39, 2920.44]","['20488', '20480', '20477', '654', '343']"
17740903,"[421.63, 431.96, 673.41, 1977.69, 2722.74]","['20488', '20480', '20477', '654', '343']"
17732091,"[619.32, 629.65, 871.1, 2175.39, 2920.44]","['20488', '20480', '20477', '654', '343']"
17683180,"[421.63, 431.96, 673.41, 1977.69, 2722.74]","['20488', '20480', '20477', '654', '343']"
17719667,"[421.63, 431.96, 673.41, 1977.69, 2722.74]","['20488', '20480', '20477', '654', '343']"
14433274,"[421.63, 431.96, 673.41, 1977.69, 2722.74]","['20488', '20480', '20477', '654', '343']"
15221612,"[386.38, 396.71, 638.15, 1942.44, 2687.49]","['20488', '20480', '20477', '654', '343']"
17662345,"[421.63, 431.96, 673.41, 1977.69, 2722.74]","['20488', '20480', '20477', '654', '343']"
17701824,"[660.26, 670.59, 912.04, 2216.33, 2961.38]","['20488', '20480', '20477', '654', '343']"
16868167,"[421.63, 431.96, 673.41, 1977.69, 2722.74]","['20488', '20480', '20477', '654', '343']"
17750799,"[608.25, 698.5, 710.35, 2014.64, 2759.69]","['20489', '20480', '20477', '654', '343']"
17751752,"[548.58, 558.91, 958.84, 32922.24, 33023.1]","['20477', '343', '654', '20489', '20480']"
17744561,"[717.63, 727.96, 1127.89, 32650.26, 32751.12]","['20477', '343', '654', '20489', '20480']"
17675721,"[543.67, 554.0, 953.94, 32917.33, 33018.19]","['20477', '343', '654', '20489', '20480']"
17712767,"[717.63, 727.96, 1127.89, 32650.26, 32751.12]","['20477', '343', '654', '20489', '20480']"
17748690,"[717.63, 727.96, 1127.89, 32650.26, 32751.12]","['20477', '343', '654', '20489', '20480']"
17714151,"[717.63, 727.96, 1127.89, 32650.26, 32751.12]","['20477', '343', '654', '20489', '20480']"
17744171,"[548.58, 558.91, 958.84, 32922.24, 33023.1]","['20477', '343', '654', '20489', '20480']"
17744706,"[548.58, 558.91, 958.84, 32922.24, 33023.1]","['20477', '343', '654', '20489', '20480']"
17127389,"[766.46, 776.79, 1176.73, 32699.1, 32799.95]","['20477', '343', '654', '20489', '20480']"
17650429,"[543.67, 554.0, 953.94, 32917.33, 33018.19]","['20477', '343', '654', '20489', '20480']"
17727019,"[472.31, 482.64, 882.58, 32845.97, 32946.83]","['20477', '343', '654', '20489', '20480']"
17735680,"[717.63, 727.96, 1127.89, 32650.26, 32751.12]","['20477', '343', '654', '20489', '20480']"
17731862,"[688.17, 698.5, 1098.43, 32620.8, 32721.66]","['20477', '343', '654', '20489', '20480']"
11473321,"[177.85, 804.63, 814.96, 1214.9, 7739.56]","['653', '20477', '343', '654', '342']"
17487677,"[565.22, 923.99, 934.32, 1334.26, 7846.52]","['653', '20477', '343', '654', '342']"
17573509,"[565.22, 923.99, 934.32, 1334.26, 7846.52]","['653', '20477', '343', '654', '342']"
17728366,"[1003.97, 1048.82, 1059.15, 1459.08, 7609.17]","['653', '20477', '343', '654', '342']"
17746498,"[316.11, 942.9, 953.23, 1353.16, 7597.41]","['653', '20477', '343', '654', '342']"
17750062,"[1003.97, 1048.82, 1059.15, 1459.08, 7609.17]","['653', '20477', '343', '654', '342']"
17487818,"[565.22, 923.99, 934.32, 1334.26, 7846.52]","['653', '20477', '343', '654', '342']"
17695641,"[316.11, 942.9, 953.23, 1353.16, 7597.41]","['653', '20477', '343', '654', '342']"
16054478,"[210.61, 837.4, 847.73, 1247.66, 7706.79]","['653', '20477', '343', '654', '342']"
17659568,"[1003.97, 1048.82, 1059.15, 1459.08, 7609.17]","['653', '20477', '343', '654', '342']"
17747884,"[565.22, 923.99, 934.32, 1334.26, 7846.52]","['653', '20477', '343', '654', '342']"
17555839,"[177.85, 804.63, 814.96, 1214.9, 7739.56]","['653', '20477', '343', '654', '342']"
17727687,"[177.85, 804.63, 814.96, 1214.9, 7739.56]","['653', '20477', '343', '654', '342']"
17727776,"[1003.97, 1048.82, 1059.15, 1459.08, 7609.17]","['653', '20477', '343', '654', '342']"
17729767,"[1003.97, 1048.82, 1059.15, 1459.08, 7609.17]","['653', '20477', '343', '654', '342']"
17730175,"[1003.97, 1048.82, 1059.15, 1459.08, 7609.17]","['653', '20477', '343', '654', '342']"
17733741,"[1003.97, 1048.82, 1059.15, 1459.08, 7609.17]","['653', '20477', '343', '654', '342']"
17713053,"[566.35, 925.13, 935.46, 1335.39, 7847.65]","['653', '20477', '343', '654', '342']"
17714375,"[565.22, 923.99, 934.32, 1334.26, 7846.52]","['653', '20477', '343', '654', '342']"
17695844,"[316.11, 942.9, 953.23, 1353.16, 7597.41]","['653', '20477', '343', '654', '342']"
17700474,"[210.61, 837.4, 847.73, 1247.66, 7706.79]","['653', '20477', '343', '654', '342']"
17006698,"[565.22, 923.99, 934.32, 1334.26, 7846.52]","['653', '20477', '343', '654', '342']"
17236837,"[565.22, 923.99, 934.32, 1334.26, 7846.52]","['653', '20477', '343', '654', '342']"
17556752,"[565.22, 923.99, 934.32, 1334.26, 7846.52]","['653', '20477', '343', '654', '342']"
17573367,"[565.22, 923.99, 934.32, 1334.26, 7846.52]","['653', '20477', '343', '654', '342']"
