rental_id,top_distances,top_bus_ids
17727141,"[3817.19, 5930.65, 32678.71, 32687.78, 42620.82]","['2668', '2667', '5059', '139', '102']"
17751225,"[499.95, 716.3, 27951.78, 32552.73, 32697.3]","['1020', '1021', '1222', '1221', '1223']"
17398369,"[590.99, 849.33, 27714.55, 32643.77, 32644.42]","['1020', '1568', '1569', '1221', '2289']"
15211033,"[412.51, 2058.36, 9456.63, 9993.33, 10218.18]","['22350', '40951', '10203', '10204', '10205']"
16715540,"[341.94, 1987.79, 9386.06, 9922.76, 10147.62]","['22350', '40951', '10203', '10204', '10205']"
17738974,"[199.64, 1986.21, 27692.92, 28015.43, 34792.37]","['1021', '1022', '1237', '1222', '1031']"
17717511,"[7020.74, 7706.17, 7896.32, 7924.42, 25056.98]","['11660', '11658', '11600', '10211', '11599']"
17717528,"[7020.74, 7706.17, 7896.32, 7924.42, 25056.98]","['11660', '11658', '11600', '10211', '11599']"
17721074,"[2550.08, 9598.25, 11487.22, 26975.29, 28315.93]","['9693', '48266', '9694', '10214', '9413']"
17149546,"[402.74, 23278.04, 27095.8, 27697.15, 28299.26]","['10825', '23002', '10224', '10225', '9988']"
15649206,"[524.4, 13176.02, 23353.27, 27772.38, 28374.5]","['10825', '47519', '23002', '10225', '9988']"
17751058,"[406.64, 23281.93, 27701.04, 27983.94, 28303.16]","['10825', '23002', '10225', '7940', '9988']"
17743226,"[11171.01, 13854.45, 14567.63, 18818.1, 28700.95]","['3930', '5911', '10227', '7944', '9220']"
17751540,"[989.94, 1000.45, 16131.8, 41781.57, 43242.2]","['10229', '20973', '20975', '12016', '12015']"
17750051,"[4068.06, 11486.21, 28881.11, 45206.7, 46402.87]","['1580', '1023', '2290', '1224', '1570']"
17738858,"[722.99, 16164.64, 19260.42, 21995.38, 41421.55]","['20973', '20975', '8132', '10230', '12016']"
15869308,"[9348.51, 9628.04, 16072.68, 34223.01, 34603.4]","['23244', '40900', '40901', '10238', '10239']"
17730954,"[9447.63, 9727.17, 16171.8, 34322.13, 34702.52]","['23244', '40900', '40901', '10238', '10239']"
17739358,"[9447.63, 9727.17, 16171.8, 34322.13, 34702.52]","['23244', '40900', '40901', '10238', '10239']"
17074171,"[9348.72, 9628.26, 16072.9, 34223.22, 34603.62]","['23244', '40900', '40901', '10238', '10239']"
17730953,"[9447.63, 9727.17, 16171.8, 34322.13, 34702.52]","['23244', '40900', '40901', '10238', '10239']"
17709416,"[496.58, 606.35, 1001.78, 18799.25, 36177.58]","['14898', '11573', '10238', '14123', '14899']"
17676644,"[142.66, 1916.84, 3487.34, 36922.49, 44706.56]","['11575', '10238', '14075', '23244', '40901']"
17735569,"[142.66, 1916.84, 3487.34, 36922.49, 44706.56]","['11575', '10238', '14075', '23244', '40901']"
14412202,"[165.94, 1940.13, 3510.63, 44332.8, 44729.85]","['11575', '10238', '14075', '23244', '40901']"
17740812,"[1705.03, 3587.96, 36938.32, 44494.75, 44827.73]","['10238', '14075', '23244', '40901', '40900']"
17752969,"[1542.4, 3425.33, 36775.7, 44332.12, 44665.1]","['10238', '14075', '23244', '40901', '40900']"
17745117,"[32627.57, 34330.86, 34601.0, 39685.41, 44677.26]","['1581', '1225', '1226', '2300', '1024']"
17686843,"[12678.67, 13017.85, 18007.55, 41831.12, 44019.02]","['5900', '5901', '3921', '10240', '40899']"
17716502,"[12678.67, 13017.85, 18007.55, 41831.12, 44019.02]","['5900', '5901', '3921', '10240', '40899']"
17742466,"[13205.92, 17251.74, 35689.0, 41005.35, 52857.13]","['5905', '3926', '10242', '10241', '41062']"
16832407,"[13120.89, 13702.96, 17166.71, 17990.31, 40920.32]","['5905', '5904', '3926', '3925', '10241']"
16965076,"[12980.26, 13562.33, 17026.09, 40779.69, 52964.22]","['5905', '5904', '3926', '10241', '5906']"
17713653,"[12980.26, 13562.33, 17026.09, 40779.69, 52964.22]","['5905', '5904', '3926', '10241', '5906']"
17382247,"[1451.55, 1533.09, 33194.87, 43651.45, 50744.09]","['14901', '11571', '10242', '6019', '41062']"
17720515,"[2725.86, 2807.4, 35792.31, 42534.54, 52235.07]","['14901', '11571', '10242', '6019', '41062']"
17703481,"[27823.81, 28206.68, 29887.76, 30008.2, 30414.61]","['47138', '10246', '47137', '47134', '47133']"
17637316,"[27773.69, 28156.57, 29837.64, 29958.08, 30364.5]","['47138', '10246', '47137', '47134', '47133']"
17747243,"[57.86, 39451.45, 52021.77, 52057.24, 61883.51]","['11335', '47140', '13513', '13512', '10258']"
17680933,"[3.94, 39513.25, 44900.55, 52083.57, 61945.3]","['11335', '47140', '13515', '13513', '10258']"
17737721,"[2515.95, 51796.6, 51832.07, 61658.33, 62580.51]","['14608', '13513', '13512', '10258', '14607']"
17736687,"[504.98, 35124.62, 37229.1, 37442.96, 62371.29]","['1027', '1230', '1228', '1229', '1028']"
17190282,"[32909.6, 42324.8, 42812.48, 43349.27, 43456.94]","['10273', '12048', '10272', '12031', '9886']"
17726557,"[35626.12, 43608.26, 43704.86, 44515.1, 45079.04]","['9898', '10287', '10286', '10285', '9899']"
17731344,"[35062.06, 43180.44, 43277.04, 44087.28, 44651.23]","['9898', '10287', '10286', '10285', '9899']"
17744508,"[34974.74, 43225.87, 43322.48, 44132.71, 44696.66]","['9898', '10287', '10286', '10285', '9899']"
17750890,"[562.38, 802.75, 34269.57, 35381.61, 36238.05]","['273', '1029', '1231', '1030', '2122']"
17735056,"[5886.18, 37501.16, 40501.32, 46049.38, 61784.94]","['11081', '9907', '9908', '9909', '10296']"
17705387,"[878.05, 1134.24, 18246.68, 33930.82, 58599.7]","['10297', '10298', '9435', '9712', '9711']"
17729324,"[783.83, 1040.01, 18152.45, 34076.36, 58745.23]","['10297', '10298', '9435', '9712', '9711']"
17751412,"[898.1, 18266.72, 33950.86, 58619.74, 58622.83]","['10297', '9435', '9712', '9711', '9710']"
17727765,"[33280.16, 59393.75, 59550.39, 59682.69, 60371.08]","['10299', '23308', '23282', '9715', '23309']"
17733853,"[33382.9, 59496.49, 59653.13, 59785.43, 60473.82]","['10299', '23308', '23282', '9715', '23309']"
17739942,"[13492.98, 15620.83, 15806.97, 49610.26, 50560.39]","['103', '106', '105', '3182', '3183']"
17743175,"[13902.54, 16030.4, 16216.53, 49594.08, 50544.21]","['103', '106', '105', '3182', '3183']"
16523833,"[13453.25, 15581.11, 15767.24, 49570.54, 50520.67]","['103', '106', '105', '3182', '3183']"
17222041,"[13902.54, 16030.4, 16216.53, 49594.08, 50544.21]","['103', '106', '105', '3182', '3183']"
17688466,"[13969.71, 16097.57, 16283.7, 49661.25, 50611.38]","['103', '106', '105', '3182', '3183']"
17723820,"[13913.71, 16227.7, 49302.63, 49711.14, 50252.75]","['103', '105', '3182', '3181', '3183']"
17752174,"[13871.14, 29967.4, 30093.54, 48852.63, 49261.15]","['103', '28103', '1131', '3182', '3181']"
16958630,"[799.58, 13560.7, 29656.96, 49359.79, 50077.69]","['1170', '103', '28103', '3181', '850']"
17690552,"[22667.29, 29617.3, 31862.61, 32103.57, 32163.28]","['10301', '9994', '40864', '40865', '23027']"
17720013,"[22248.17, 30602.41, 32454.78, 32681.71, 32982.39]","['10301', '47542', '9706', '40864', '23027']"
17706480,"[22184.58, 30411.3, 30538.82, 32391.19, 32918.8]","['10301', '47541', '47542', '9706', '23027']"
17706976,"[22328.72, 30555.44, 30682.96, 32535.33, 33062.94]","['10301', '47541', '47542', '9706', '23027']"
17593977,"[50206.02, 56605.99, 56906.46, 58393.51, 60880.72]","['3017', '10323', '10322', '40292', '22494']"
17615847,"[53226.52, 55403.31, 55686.55, 55994.83, 60410.76]","['10402', '10328', '10326', '6650', '10404']"
16799369,"[2385.33, 53241.61, 55418.41, 56009.93, 60425.85]","['12145', '10402', '10328', '6650', '10404']"
17749312,"[288.52, 296.7, 4585.55, 54844.77, 59852.22]","['44904', '44903', '44900', '10328', '10404']"
17513817,"[250.39, 258.56, 4549.66, 54806.64, 59814.09]","['44904', '44903', '44900', '10328', '10404']"
17738879,"[3417.55, 7967.71, 30447.87, 30471.05, 56312.8]","['10339', '13779', '10827', '10828', '9990']"
17744089,"[3387.06, 7937.22, 30417.38, 30440.56, 56282.3]","['10339', '13779', '10827', '10828', '9990']"
17723287,"[6400.33, 6604.57, 18523.22, 18616.17, 57304.71]","['1034', '47971', '281', '1234', '1233']"
17699284,"[6151.98, 6712.5, 7407.47, 32380.84, 57438.45]","['1034', '1565', '284', '46337', '1233']"
17747078,"[3121.05, 6072.5, 14898.46, 15091.86, 55002.8]","['10340', '10830', '13778', '10341', '10831']"
14249722,"[3020.25, 5971.71, 14797.66, 14991.06, 54902.01]","['10340', '10830', '13778', '10341', '10831']"
17730844,"[4312.09, 7152.29, 15978.24, 16171.64, 56082.59]","['10829', '10830', '13778', '10341', '10831']"
17139641,"[3768.12, 6608.32, 7646.27, 15434.28, 15627.68]","['10829', '10830', '13779', '13778', '10341']"
17719054,"[3614.43, 6454.64, 7492.59, 15280.59, 15473.99]","['10829', '10830', '13779', '13778', '10341']"
17730455,"[3728.38, 6568.59, 7606.54, 15394.54, 15587.94]","['10829', '10830', '13779', '13778', '10341']"
17718308,"[12783.75, 15815.94, 16422.53, 27689.16, 27934.64]","['10346', '10345', '4739', '10838', '10837']"
16789995,"[12724.45, 15551.63, 16158.21, 27629.86, 27875.34]","['10346', '10345', '4739', '10838', '10837']"
17738975,"[5941.03, 12758.2, 16328.49, 26876.92, 27663.6]","['10839', '10346', '4739', '5068', '10838']"
17692980,"[5922.57, 12739.73, 16378.51, 26858.45, 27645.14]","['10839', '10346', '4739', '5068', '10838']"
17736939,"[257.1, 13517.57, 16040.13, 60884.57, 61452.93]","['846', '1148', '847', '1035', '6401']"
17703693,"[564.03, 10081.26, 12544.03, 27287.15, 27716.9]","['846', '989', '845', '5803', '1035']"
17660175,"[14289.31, 14584.88, 25692.17, 42516.61, 43583.55]","['40785', '11723', '10844', '10352', '11724']"
17599059,"[906.83, 39930.02, 49172.61, 50299.27, 50358.66]","['10358', '10874', '10875', '10385', '10381']"
17513682,"[2610.43, 3459.6, 3571.35, 5247.04, 50097.93]","['4720', '4928', '10850', '4916', '10359']"
17746499,"[12755.92, 26973.9, 27866.67, 28560.09, 28651.01]","['1285', '1038', '5093', '1037', '1036']"
17743135,"[1237.18, 28329.22, 28798.84, 29492.27, 29583.18]","['4782', '6170', '5093', '1037', '1036']"
17712389,"[490.08, 24574.12, 29576.42, 29667.34, 30219.43]","['9588', '9307', '1037', '1036', '9587']"
17732212,"[232.24, 1823.82, 25995.87, 27555.03, 28808.99]","['4781', '4782', '6171', '6170', '1036']"
17730764,"[2579.87, 2734.24, 4848.39, 24698.26, 25108.54]","['10852', '10851', '10362', '10360', '10361']"
17670266,"[1954.02, 2311.53, 2328.99, 4597.5, 24857.65]","['47538', '47537', '10852', '10362', '10361']"
17000092,"[2230.06, 2343.9, 2587.57, 4873.54, 25133.69]","['47538', '47540', '47537', '10362', '10361']"
17703011,"[7562.18, 31633.56, 31857.31, 32014.34, 52298.3]","['51875', '10366', '10365', '51866', '10856']"
17745829,"[12285.83, 26294.36, 26435.87, 27363.22, 29217.61]","['1285', '365', '366', '1038', '1037']"
17748945,"[12331.0, 13293.24, 26481.04, 27408.39, 29262.77]","['1285', '675', '366', '1038', '1037']"
17731160,"[12331.0, 13293.24, 26481.04, 27408.39, 29262.77]","['1285', '675', '366', '1038', '1037']"
17719877,"[25793.29, 50713.59, 50782.16, 50954.31, 51395.52]","['10374', '10864', '10867', '10865', '10375']"
16301169,"[1962.49, 24172.51, 25750.27, 52113.63, 52737.14]","['10378', '10376', '10377', '10867', '10866']"
17714661,"[3264.11, 3466.64, 24069.81, 42716.95, 52634.45]","['21136', '21137', '10376', '11767', '10866']"
17738539,"[1674.42, 24382.3, 25456.68, 51825.56, 51874.56]","['10378', '47649', '10868', '10867', '10869']"
17727132,"[1556.99, 24264.88, 25339.26, 51708.13, 51757.14]","['10378', '47649', '10868', '10867', '10869']"
17744888,"[920.95, 10458.57, 27549.75, 30851.05, 30886.96]","['1039', '1285', '1038', '1284', '1283']"
17714900,"[632.74, 11268.4, 27261.54, 30562.84, 30598.74]","['1039', '1285', '1038', '1284', '1283']"
17748901,"[10333.69, 10636.81, 27103.88, 27398.71, 27614.45]","['4783', '4784', '1038', '5092', '5093']"
17748301,"[497.45, 29386.26, 30278.75, 51780.95, 52053.86]","['10909', '11437', '10386', '11435', '10876']"
17335041,"[28555.83, 28637.5, 50692.26, 51391.74, 52278.08]","['20271', '10387', '23212', '10877', '10876']"
17729785,"[595.66, 28867.57, 28949.24, 30125.72, 51703.48]","['9360', '20271', '10387', '9640', '10877']"
17007663,"[26602.01, 49295.78, 49527.86, 50692.51, 52330.89]","['10390', '10391', '10389', '10880', '10879']"
17745857,"[12153.13, 14683.58, 15334.39, 25570.72, 69651.45]","['10392', '10881', '10882', '10883', '10391']"
16788762,"[3111.74, 3170.67, 15478.01, 29604.41, 71073.75]","['9639', '9359', '10881', '9640', '10391']"
17730680,"[400.04, 547.04, 18412.41, 21071.81, 55805.23]","['1040', '1041', '1283', '372', '680']"
17741949,"[74.1, 496.55, 19098.6, 21594.79, 28319.73]","['1041', '681', '682', '373', '5089']"
17660145,"[56040.2, 56915.33, 61230.71, 61946.48, 64293.43]","['10415', '5723', '1971', '805', '5725']"
17749333,"[55944.42, 56819.55, 61134.93, 61850.7, 64197.65]","['10415', '5723', '1971', '805', '5725']"
17727353,"[1467.99, 62083.75, 62347.23, 63134.3, 64694.18]","['10416', '22423', '805', '11350', '5725']"
17746077,"[17937.62, 20743.22, 21955.41, 55279.32, 56294.52]","['1282', '372', '1281', '1042', '680']"
17748732,"[2957.57, 17936.59, 18194.08, 18838.61, 60925.83]","['8134', '10421', '10422', '10423', '7134']"
17740738,"[1766.28, 3080.09, 18622.92, 18880.42, 61612.16]","['1610', '8134', '10421', '10422', '7134']"
17591400,"[3453.38, 12839.56, 18262.58, 61385.11, 62006.46]","['8134', '9379', '10421', '9662', '9380']"
17681300,"[926.86, 2327.1, 4205.43, 18501.18, 19145.71]","['7132', '7133', '10424', '10422', '10423']"
17667379,"[1176.13, 2328.3, 18502.38, 19146.91, 61234.13]","['7132', '7133', '10422', '10423', '7134']"
17741212,"[554.75, 2656.82, 2898.71, 12801.42, 23295.38]","['7130', '10427', '10426', '27966', '7129']"
17652390,"[527.17, 554.51, 729.04, 3144.29, 19730.16]","['11922', '7130', '11923', '10426', '11801']"
17693008,"[60.13, 1935.17, 2238.36, 3213.57, 12325.16]","['7130', '13780', '13781', '10426', '27967']"
17590791,"[1903.58, 2320.97, 12977.11, 22632.95, 22959.52]","['10428', '10427', '27966', '7128', '7129']"
14799583,"[1904.39, 2056.05, 22598.04, 22785.42, 23111.99]","['10429', '10428', '7127', '7128', '7129']"
17748161,"[2173.69, 2325.35, 22867.34, 23054.72, 23381.29]","['10429', '10428', '7127', '7128', '7129']"
17752621,"[2171.6, 2323.26, 22865.25, 23052.63, 23379.2]","['10429', '10428', '7127', '7128', '7129']"
17741778,"[19043.42, 19242.2, 20753.35, 21045.83, 27390.36]","['1279', '1275', '1043', '1280', '1044']"
17741846,"[19042.32, 19241.09, 20752.25, 21044.73, 27389.26]","['1279', '1275', '1043', '1280', '1044']"
17741936,"[19043.42, 19242.2, 20753.35, 21045.83, 27390.36]","['1279', '1275', '1043', '1280', '1044']"
16261573,"[1245.76, 1410.22, 3706.07, 13077.89, 21262.14]","['10431', '10432', '11825', '12378', '7124']"
17437884,"[1483.41, 1647.88, 3943.72, 21054.07, 21189.22]","['10431', '10432', '11825', '7123', '7124']"
17724552,"[1434.46, 2899.85, 3449.7, 3728.34, 18497.56]","['7121', '10433', '10434', '10435', '7122']"
17724553,"[1434.46, 2899.85, 3449.7, 3728.34, 18497.56]","['7121', '10433', '10434', '10435', '7122']"
17664765,"[3452.78, 3701.8, 4133.74, 4323.3, 4603.55]","['7120', '7119', '10435', '10436', '10437']"
17745926,"[1455.85, 2114.12, 3749.73, 19883.29, 61056.94]","['7121', '7118', '10435', '7122', '10438']"
17738821,"[108.64, 113.21, 271.2, 588.61, 825.7]","['10437', '7120', '10436', '7119', '7118']"
17689880,"[619.64, 621.08, 649.48, 877.36, 1132.37]","['10442', '10437', '10443', '6508', '6507']"
17676961,"[609.74, 866.02, 968.37, 1000.15, 1089.71]","['10437', '6508', '6507', '10442', '7119']"
17716716,"[210.94, 323.56, 482.28, 499.81, 732.96]","['10438', '10439', '10440', '7118', '6511']"
17446757,"[386.38, 836.63, 849.69, 881.47, 1490.87]","['44821', '10441', '6507', '10442', '6508']"
8668951,"[410.33, 860.58, 873.64, 905.42, 1514.83]","['44821', '10441', '6507', '10442', '6508']"
8571558,"[136.87, 140.93, 151.57, 2657.18, 17726.98]","['6509', '6510', '10441', '8232', '8677']"
17707378,"[138.52, 357.75, 388.79, 1465.62, 1557.18]","['10444', '10443', '6505', '6507', '6506']"
17698402,"[673.38, 1237.56, 1479.66, 1682.94, 1957.3]","['10443', '28437', '28435', '6507', '28434']"
17741157,"[837.98, 1088.24, 1738.84, 24887.32, 25212.42]","['10444', '6505', '6506', '10445', '10446']"
17745433,"[533.01, 1056.22, 1057.52, 1533.87, 1954.77]","['10444', '28435', '28433', '28434', '6506']"
17746292,"[512.93, 665.02, 1006.59, 25874.53, 26199.62]","['6503', '6504', '6505', '10445', '10446']"
17642880,"[691.48, 1033.05, 1683.65, 25900.99, 26226.09]","['6504', '6505', '6506', '10445', '10446']"
17715155,"[1040.54, 1707.75, 14594.33, 20615.01, 25884.73]","['9400', '6503', '9193', '10447', '12715']"
17376191,"[269.91, 1730.43, 15673.5, 19846.98, 25116.71]","['9400', '9683', '9193', '10447', '12715']"
17732644,"[1031.16, 20592.1, 26722.58, 26807.38, 27214.4]","['5037', '10447', '5036', '5035', '5034']"
17691375,"[89.5, 866.78, 1515.47, 1831.85, 19666.57]","['9400', '6503', '9683', '9684', '10447']"
17691877,"[89.5, 866.78, 1515.47, 1831.85, 19666.57]","['9400', '6503', '9683', '9684', '10447']"
17750476,"[1605.15, 3168.11, 3413.4, 3850.57, 24718.31]","['9516', '10454', '10455', '9518', '9517']"
17713201,"[3034.4, 3394.83, 23441.45, 23780.59, 43191.24]","['10454', '9518', '9517', '2022', '1646']"
17624723,"[827.4, 2635.65, 2842.8, 24865.4, 27508.82]","['9516', '10455', '10456', '9517', '2894']"
17732241,"[309.0, 2281.18, 2323.78, 29152.51, 29776.9]","['9515', '10456', '413', '2895', '2894']"
17714324,"[216.62, 223.24, 16281.03, 43655.54, 43977.39]","['19286', '1046', '1276', '17843', '1277']"
17753154,"[211.17, 450.04, 43900.4, 44067.86, 44222.25]","['19286', '1046', '17843', '1278', '1277']"
17691193,"[2083.85, 3972.43, 16442.86, 17042.31, 44712.66]","['2419', '10462', '9510', '9509', '10461']"
16804841,"[307.56, 3464.62, 16195.19, 18945.42, 44170.29]","['45450', '10462', '9508', '45453', '12403']"
17729318,"[234.48, 3159.17, 16226.53, 18976.77, 43864.84]","['45450', '10462', '9508', '45453', '12403']"
17700403,"[2915.65, 3136.3, 4181.3, 5299.33, 5471.09]","['9507', '10463', '9508', '45450', '45453']"
17747563,"[984.3, 1061.04, 1903.13, 2605.69, 2883.85]","['27833', '11848', '16561', '10470', '12402']"
17707789,"[1017.08, 1935.91, 2638.47, 2916.63, 2987.67]","['27833', '16561', '10470', '12402', '16362']"
17725290,"[1017.08, 1935.91, 2638.47, 2916.63, 2987.67]","['27833', '16561', '10470', '12402', '16362']"
17747752,"[236.26, 2070.39, 2322.11, 3223.43, 28512.93]","['11848', '9497', '10473', '12402', '10472']"
17750485,"[426.95, 1711.85, 1963.57, 27125.27, 27190.47]","['16564', '9497', '10473', '16391', '10472']"
17087644,"[744.59, 1025.61, 2413.96, 2925.17, 28214.66]","['11848', '27833', '9497', '12402', '10472']"
17550128,"[2174.09, 2260.71, 2312.74, 2851.73, 26907.01]","['27832', '10473', '10474', '9496', '27831']"
17742106,"[651.59, 726.15, 1942.37, 2098.54, 26857.57]","['10474', '9495', '10473', '9496', '27831']"
17747734,"[644.9, 719.46, 1890.65, 2046.82, 26805.86]","['10474', '9495', '10473', '9496', '27831']"
17730862,"[237.21, 658.55, 771.84, 974.71, 988.5]","['9494', '10475', '9493', '10476', '9495']"
15248297,"[825.64, 1065.43, 1268.67, 1703.05, 1800.47]","['10478', '9491', '9490', '23381', '10479']"
15248298,"[825.64, 1065.43, 1268.67, 1703.05, 1800.47]","['10478', '9491', '9490', '23381', '10479']"
15570789,"[906.5, 1469.41, 1715.58, 1783.9, 1791.27]","['10478', '27830', '9491', '23381', '16542']"
17594182,"[840.78, 1403.7, 1649.87, 1718.19, 1725.56]","['10478', '27830', '9491', '23381', '16542']"
17746924,"[768.0, 875.8, 1115.59, 1318.83, 1753.21]","['16542', '10478', '9491', '9490', '23381']"
17671559,"[548.57, 603.25, 746.57, 997.7, 1623.98]","['9491', '9492', '10478', '16542', '23381']"
17732493,"[581.14, 820.93, 832.28, 875.61, 1458.55]","['10478', '9491', '16542', '9492', '23381']"
16390747,"[548.57, 603.25, 746.57, 997.7, 1623.98]","['9491', '9492', '10478', '16542', '23381']"
16390748,"[646.86, 652.49, 701.54, 903.62, 1529.9]","['9491', '10478', '9492', '16542', '23381']"
17149806,"[548.57, 603.25, 746.57, 997.7, 1623.98]","['9491', '9492', '10478', '16542', '23381']"
17419804,"[594.35, 649.03, 677.26, 928.39, 1554.67]","['9491', '9492', '10478', '16542', '23381']"
