sa2_code,sa2_name,hh_total,hh_low_u650,hh_high_ge2000,pct_low_u650,pct_high_ge2000
211041270,Mitcham (Vic.),5153,851,2095,0.16514651659227633,0.40655928585290124
211041271,Nunawading,3623,721,1403,0.19900634833011316,0.387248136903119
211041272,Vermont,2984,484,1227,0.16219839142091153,0.41119302949061665
211041273,Vermont South,3176,591,1205,0.1860831234256927,0.37940806045340053
211051274,Belgrave - Selby,2672,359,1270,0.1343562874251497,0.4752994011976048
211051275,Chirnside Park,3296,494,1476,0.14987864077669902,0.44781553398058255
211051276,Healesville - Yarra Glen,4419,838,1500,0.1896356641774157,0.3394433129667346
211051277,Kilsyth,3407,626,1257,0.1837393601408864,0.36894628705606103
211051278,Lilydale - Coldstream,6151,1072,2420,0.1742806047797106,0.39343196228255567
211051279,Monbulk - Silvan,1649,264,644,0.16009702850212248,0.3905397210430564
211051280,Montrose,1909,304,852,0.15924567836563647,0.4463069669984285
211051281,Mooroolbark,6735,957,2932,0.14209354120267262,0.43533778767631776
211051282,Mount Dandenong - Olinda,2750,431,1168,0.15672727272727272,0.42472727272727273
211051283,Mount Evelyn,2835,381,1298,0.1343915343915344,0.4578483245149912
211051284,Upwey - Tecoma,2846,375,1317,0.13176387912860155,0.4627547434996486
211051285,Wandin - Seville,2138,282,956,0.13189897100093545,0.4471468662301216
211051286,Yarra Valley,5327,1147,1619,0.21531819035104185,0.3039234090482448
212011289,Emerald - Cockatoo,4714,588,2176,0.1247348324140857,0.46160373355960965
212011546,Beaconsfield - Officer,6571,622,3202,0.09465834728351849,0.4872926495206209
212011547,Bunyip - Garfield,2560,416,1037,0.1625,0.405078125
212011548,Koo Wee Rup,3049,517,1261,0.1695637914070187,0.4135782223679895
212011549,Pakenham - North East,4888,711,1740,0.1454582651391162,0.35597381342062195
212011550,Pakenham - North West,2168,253,907,0.11669741697416974,0.4183579335793358
212011551,Pakenham - South East,2318,549,547,0.23684210526315788,0.2359792924935289
212011552,Pakenham - South West,7475,965,2953,0.1290969899665552,0.39505016722408026
212021293,Berwick - North,6648,1201,2545,0.18065583634175691,0.38282190132370636
212021295,Doveton,3564,864,850,0.24242424242424243,0.23849607182940516
212021297,Hallam,3134,533,1006,0.17007019783024888,0.3209955328653478
212021299,Narre Warren North,1540,188,784,0.12207792207792208,0.509090909090909
212021453,Endeavour Hills - North,3269,508,1310,0.15539920464973997,0.40073416947078616
212021454,Endeavour Hills - South,3750,603,1398,0.1608,0.3728
212021455,Narre Warren - North East,3670,480,1549,0.1307901907356948,0.4220708446866485
212021456,Narre Warren - South West,4434,691,1533,0.15584122688317545,0.3457374830852503
212021553,Berwick - South East,4110,383,2160,0.09318734793187348,0.5255474452554745
212021554,Berwick - South West,2931,232,1465,0.0791538723984988,0.49982940975776186
